,business_id,name,categories,stars,review_count,latitude,longitude,postal_code,init_cluster,cluster
5478,_DVFWjZ48zz2CgZbu1tiNg,Field Trip,"Health Markets, Cosmetics & Beauty Supply, Shopping, Beauty & Spas, Fashion, Home & Garden, Accessories, Women's Clothing, Home Decor, Food, Specialty Food",5.0,8,45.5049497,-122.6250885,97202.0,1,2
5510,mdVogU5UdVoHpubJMX7E2w,Sunita's Thai Kitchen,"Bubble Tea, Coffee & Tea, Restaurants, Food, Thai",5.0,8,45.486783,-122.770581,97225.0,3,5
5560,zmt70t744DKOUjEJJfntew,Taco Gang PDX,"Food Trucks, Food, Mexican, Tacos, Restaurants",5.0,8,45.5166007,-122.6387516,97214.0,1,2
5699,kuPWwKlOeRwpQ74RxehzEw,Braking Cycles,"Shopping, Restaurants, Bikes, Food, Cafes, Coffee & Tea, Sporting Goods",5.0,8,45.4965723,-122.6302905,97202.0,1,2
5835,TJ4U2a6OFbOfuhlnSsDFWA,Van Duyn Chocolates,"Food, Candy Stores, Specialty Food",5.0,8,45.5415251,-122.7140308,97210.0,0,1
5885,BOWsEW5spPjHcFRRcNnTXQ,KP's Kick'N Grill,"Food Trucks, American (New), American (Traditional), Restaurants, Food, Burgers",5.0,8,45.4648256,-122.5790503,97211.0,1,0
5920,CSWrRlhrdlzllJ7h1R9YVQ,Gyro King,"Food, Food Trucks, Street Vendors, Restaurants, African",5.0,8,45.5212161334,-122.6813744962,97205.0,0,1
6286,Ewk2NgefNe8406daw0kAIA,Masala Pop,"Indian, Restaurants",5.0,8,45.5112417,-122.6628069,97214.0,0,1
6518,4TdH4edpew89vmDtCm1UhA,Broken Robot Coffee,"Restaurants, Breakfast & Brunch, Food, Coffee & Tea, Coffee Roasteries",5.0,8,45.493154,-122.6361575,97202.0,1,2
6629,zU1vXkdMFbhtmCIF59TEaw,"Heavens Tea, School of Tea Arts","Specialty Schools, Tea Rooms, Education, Food",5.0,8,45.474984,-122.5375325,97215.0,2,4
6851,XRs3rp7Gyp7dZ8ZM_bSeAQ,Peace Love & Tacos,"Food, Restaurants, Mexican",5.0,8,45.5052641413,-122.6129150391,97202.0,1,2
4,HMXiuCxHDXqMH1hBpaHd9g,Whole Time Chicken,"Food Stands, Restaurants, Sandwiches",5.0,7,45.5162412,-122.5975269,97215.0,1,0
468,yJXJyGZpBhoBf3G-14RT_Q,The Vitamin Shoppe,"Vitamins & Supplements, Health Markets, Shopping, Food, Specialty Food",5.0,7,45.5172418,-122.6768908,97204.0,0,1
592,mlkOOPR87b8NKSahNrKYAw,Tacos Ramos,"Tacos, Food, Food Trucks, Mexican, Restaurants",5.0,7,45.5079018,-122.5373088,97233.0,2,4
935,qPUcze9ocxMF5LQkWocddw,Boxed Bistro and Catering,"Italian, Delis, Pizza, Restaurants, Sandwiches, Caterers, Salad, Event Planning & Services",5.0,7,45.5570295,-122.7016267,97217.0,0,6
1178,cKaS3Qe8hE1z1W67Ls8CgQ,Taste of Afghan,"Event Planning & Services, Food, Restaurants, Food Trucks, Caterers, Afghan",5.0,7,45.4936755,-122.5793608,97266.0,2,0
1427,oSxZVmf1_9yS-Go1XgyBMQ,Three Pigs Deli,"Delis, Restaurants",5.0,7,45.5230867,-122.6870797,97209.0,0,1
1448,Yq3tO0Mb4I1HB9XOZAsOTg,The Nightwood,"Venues & Event Spaces, Food, Shopping, Arts & Crafts, Party & Event Planning, Cooking Classes, Event Planning & Services",5.0,7,45.5347996,-122.6425641,97232.0,0,2
1575,3Fp_9yvY5ZpIv-SkDIYdJw,Bones and Bits,"Restaurants, Italian, Salad, Food",5.0,7,45.533734,-122.690276,97209.0,0,1
1862,AkD5Lm-T_LZbSSZ8x3nFrg,Balanced By Nature,"Pet Services, Pets, Health & Medical, Health Markets, Nutritionists, Food, Specialty Food",5.0,7,45.5484500476,-122.6414198801,97212.0,0,6
2240,C9WJNUEvqx9TQR4zrlLfqw,My Zen Tea,"Bubble Tea, Food, Tea Rooms, Coffee & Tea",5.0,7,45.5339286,-122.698509,97210.0,0,1
2927,bWJoJe-gHtYzfTH5JfW-PQ,MUSE Cheesecakes,"Desserts, Specialty Food, Food, Patisserie/Cake Shop",5.0,7,45.5544197,-122.6663494,97217.0,0,6
3029,x7C0WqoBdGB6TFUWn7MeNA,Quality Food Trailers,"Automotive, Trailer Dealers, Auto Parts & Supplies, Trailer Repair, Local Services, Food, Food Trucks",5.0,7,45.4796574,-122.5525181,97266.0,2,0
3147,bO7xK9e3JYiOJWSzG4RCMw,Aquino Taqueria,"Food Trucks, Latin American, Restaurants, Food, Honduran, Mexican",5.0,7,45.5261356,-122.5011022,97230.0,2,4
3580,sGUmi3HhNo9D8xXwK2mjzQ,The New Leaf,"Food, Vegan, Restaurants, Food Delivery Services",5.0,7,45.5008327,-122.6449278,97202.0,1,2
3642,Pg7iqDm5Wx7BDMo8w70Rng,Roy Thai,"Restaurants, Thai, Food Stands",5.0,7,45.5480311,-122.6755788,97227.0,0,6
3669,3uM5Xmom-oUpjcM7c6wwZw,Pegasus Delivery,"Local Services, Food Delivery Services, Couriers & Delivery Services, Food",5.0,7,45.5119295,-122.6200886,97214.0,1,2
3848,JeFJRHjqmfsjcVSOTMQtzw,Boca Grande,"American (Traditional), Restaurants, Argentine",5.0,7,45.5290023,-122.6380772,97232.0,1,2
4015,sPsWygkP3KGMUnuYr0zo0g,Corsa Cafe,"Coffee & Tea, Beer, Wine & Spirits, Food, Specialty Food",5.0,7,45.530276,-122.688777,97209.0,0,1
4188,JhfbweTQqfK3GDa6M1CBCA,Ranch Happy Valley,"Restaurants, Pizza",5.0,7,45.427455,-122.4967479,97086.0,2,4
4415,1w6xcIrYbFm_JR97zKCjwg,Happy Market,"Food, Convenience Stores",5.0,7,45.526738,-122.608476,97213.0,1,8
4465,RNIIkDG_52LEruZfR3SBtw,Kings Hookah Lounge,"Hookah Bars, Cafes, Restaurants, Nightlife, Bars",5.0,7,45.5187922,-122.5723647,97216.0,2,0
4769,pcZwdbzJaiU0_ZkGhtVEHQ,Gang Moo Tod,"Food, Chinese, Food Delivery Services, Restaurants, Specialty Food, Food Trucks",5.0,7,45.5339643304,-122.6903420314,97209.0,0,1
4903,HWd4sAr83TgZbUt3O4-fow,PieCake,"Desserts, Street Vendors, Food, Bakeries, Cupcakes",5.0,7,45.4957639,-122.6084655,97206.0,1,0
4913,Mb1umm2aeRF9h43J9EYNfg,PP Thai Food Cart,"Food, Restaurants, Thai, Asian Fusion, Coffee & Tea",5.0,7,45.5360828,-122.6669223,97227.0,0,1
5198,1dk5EDfe38F34Iv2Cx6ZEg,Tres Belle Cookies,"Bakeries, Food, Caterers, Desserts, Food Delivery Services, Event Planning & Services",5.0,7,45.5352835,-122.6037536,97213.0,1,8
5220,9TEbISf6FoSEIuec0D25AA,Island Daydream Shave Ice,"Food, Shaved Snow, Food Trucks, Shaved Ice",5.0,7,45.5631605,-122.602234,97218.0,2,8
5263,JaEWE15ydmqW_vhbJcY-Og,Robb's Really Good Food,"Food, Caterers, Food Stands, Event Planning & Services, Restaurants",5.0,7,45.5145270797,-122.6039886475,97215.0,1,0
5620,2OWL5-TJxIj3XfSqKeOG3A,Albertina's Kitchen,"American (New), Community Service/Non-Profit, Restaurants, Local Services, American (Traditional)",5.0,7,45.5260449,-122.6430258,97232.0,1,2
6016,r1IXgB-Gx6z6q5VBgUSIXA,Taqueria Queretaro,"Restaurants, Tacos, Burgers, Mexican, Food Trucks, Food",5.0,7,45.553471,-122.519289,97230.0,2,4
6050,wDUwcZ5ouIxeeeUGTwcXlQ,"Little This, Little That, Sweet Shoppe","Food, Specialty Food, Popcorn Shops, Chocolatiers & Shops, Candy Stores, Desserts",5.0,7,45.5333422,-122.5354144,97230.0,2,4
6160,OjHFKax_LVaRmJou5PveCQ,Happy Fish & Chips,"Food Trucks, Restaurants, Seafood, Food, Street Vendors",5.0,7,45.5123035898,-122.6846223292,97201.0,0,1
6185,uIyE-Xl9ROj-vvKoay2zEg,Taj Indian Cuisine,"Indian, Restaurants",5.0,7,45.5763193,-122.6617429,97211.0,0,6
6309,DiTfyQt1VGcZ8yK9hblNsw,Alani Mediterranean Cuisine,"Greek, Sandwiches, Fast Food, Food, Food Trucks, Restaurants, Mediterranean",5.0,7,45.5086389,-122.6818464,97201.0,0,1
6407,MIoenroMXb7brek_9-j_qA,Mt Tabor Brewing,"Breweries, Food",5.0,7,45.5217088958,-122.6542529091,97214.0,0,2
57,wZ46RfHIY6fnfqjMe6y7Eg,Kabob Kabob Persian Food,"Restaurants, Food Stands, Kebab, Persian/Iranian, Fast Food",5.0,6,45.5198475,-122.6742938,97204.0,0,1
341,MDP2oqCrTBSUQC9dsM_xiw,Abu Omar Gyros & Shawarma,"Restaurants, Mediterranean",5.0,6,45.5127908,-122.6548734,97214.0,0,2
436,sXrnIoPdbp2B4IHnSxpPNQ,Pelindaba Lavender,"Herbs & Spices, Pet Stores, Jewelry, Flowers & Gifts, Personal Shopping, Pets, Local Flavor, Specialty Food, Beauty & Spas, Shopping, Home & Garden, Gift Shops, Food, Cosmetics & Beauty Supply",5.0,6,45.5262865,-122.6829622,97209.0,0,1
437,oY0ycUd8cyQi0vStDaNlIA,Angel's Cabana,"Cuban, Caribbean, Mexican, Latin American, Food Stands, Restaurants",5.0,6,45.5206583869,-122.6815372423,97205.0,0,1
627,ODio3sDNFG1h6gbhuKFdUQ,Grön Café,"Cannabis Dispensaries, Shopping, Specialty Food, Food, Coffee & Tea, Chocolatiers & Shops, Restaurants, Cafes",5.0,6,45.579253,-122.664356,97211.0,0,6
655,1C8eqbeSMS6tG_Ag7ZiDyA,Stick-It,"Food Stands, Restaurants",5.0,6,45.5895125,-122.7505601,97203.0,3,7
801,vvByRtc1g1e7IR0RovAC7Q,Refuel Coffee,"Food, Restaurants, Coffee & Tea, Gluten-Free",5.0,6,45.501885,-122.676541,97201.0,0,1
817,Ui1tgCptkrH4KrSqcoAX5A,Tree and Ladder Home Orchard Care,"Home Services, Specialty Food, Food, Tree Services, Landscaping, Fruits & Veggies, Gardeners",5.0,6,45.5775116,-122.6033377,97218.0,2,8
921,NpMBPO5M2w-N3yVJAmeOMQ,Stix Fusion Food Cart,"Asian Fusion, Food, Food Trucks, Restaurants",5.0,6,45.5477448,-122.6682141,97227.0,0,6
962,8rngmwr_MWw2lxsXqfVlEQ,Rio Verde,"Latin American, Restaurants",5.0,6,45.5626621613,-122.6806644639,97217.0,0,6
1261,qDAVnEPwa7zVuHptLBl8XA,Awake Premium Coffee & Energy Drinks,"Food, Restaurants, Food Stands, Coffee & Tea",5.0,6,45.4960552,-122.5362222,97233.0,2,4
1406,6h0mf_quVdffpebAC_WVDA,FreshFish Poke,"Poke, Food Trucks, Food",5.0,6,45.4936755,-122.5793608,97266.0,2,0
1557,l9LlQssUkE4p4Nf5jvUtIg,Glaser Wine and Spirits,"Nightlife, Bars, Wine Bars, Beer, Wine & Spirits, Food",5.0,6,45.5270401,-122.6838515,97209.0,0,1
1600,gNVCOFlJH2nAf5q5LqL5xA,Herbal Health Center,"Herbs & Spices, Chiropractors, Food, Shopping, Vitamins & Supplements, Health & Medical, Alternative Medicine, Specialty Food, Health Markets",5.0,6,45.5163682,-122.4761101,97233.0,2,4
1911,G4gqyR8NA-xODmJqdmoaog,El Nutri Taco,"Vegan, Vegetarian, Restaurants, Mexican",5.0,6,45.5875729,-122.7423813,97203.0,3,7
2402,ySs53MHjF4O_hL9G4O3LgQ,Fuego Food Carts Burritos & Bowls,"Food Trucks, Mexican, Food, Restaurants",5.0,6,45.5375748,-122.7083825,97210.0,0,1
2650,KFknGumVCyYOjXfS20dVTg,kBap,"Restaurants, Korean, Food Stands",5.0,6,45.5214517,-122.6760663,97204.0,0,1
2827,3pD7ij5j2R4jClVHGlGW6Q,Urban Gourmet,"Restaurants, Gluten-Free, Health & Medical, Personal Chefs, Event Planning & Services, Food, Nutritionists, Food Delivery Services",5.0,6,45.4433066,-122.5134351,97086.0,2,4
2905,ZDFrpj23_tQ_jV8NiAf-Cg,Estes,"American (New), Italian, Restaurants",5.0,6,45.5625431,-122.6352113,97211.0,0,6
2910,BKhSoREkZh4HDXPQrUD2ww,Basics Market - Lovejoy,"Food, Grocery, Butcher",5.0,6,45.5298164,-122.6850294,97209.0,0,1
2962,JT36NtSVLsxqrL444Qc4rg,Wise Buy Market,"Convenience Stores, Food",5.0,6,45.4935393,-122.6232409,97202.0,1,2
2989,yr0HIuzSkJfVIDEgKOdkVg,Joslyn's Ciao Chow,"Food Stands, Italian, Restaurants",5.0,6,45.516964,-122.6732897,97204.0,0,1
3083,zEg61Eg98Ile_tkzdr4qyA,Zindo's Turkish Kitchen,"Restaurants, Middle Eastern, Food Trucks, Turkish, Food, Ethnic Food, Specialty Food",5.0,6,45.5190338,-122.5586731,97216.0,2,4
3108,fBXVbTEAMTUtiPY3K7f0SA,Samurai,"Food, Restaurants, Food Trucks, Food Stands, Korean",5.0,6,45.4673287681,-122.6528236688,97202.0,1,9
3120,rjiwHRSFXbhaxMysJ3Ju_Q,Case Study Coffee,"Food, Coffee & Tea, Professional Services, Wholesalers",5.0,6,45.516654014,-122.6773666667,97204.0,0,1
3276,sK-7e4S-lDUSY0vOdVXU_Q,Taste of the Nation,"Food, Desserts, Local Flavor",5.0,6,45.5227386187,-122.6847312547,97209.0,0,1
3380,XJgx1Eda36oK6T9kOs60oA,Pure Simple Juice,"Local Flavor, Health & Medical, Nutritionists, Food, Juice Bars & Smoothies",5.0,6,45.5113558,-122.6624137,97214.0,0,1
3385,EfZVfpuLBJBc7BTr7cS-Ow,Diner du Monde,"French, Food, Food Trucks, Restaurants",5.0,6,45.5629014,-122.6589563,97211.0,0,6
3412,HfAbB0X330QKwAIMgoCjDA,Green Zebra Grocery,"Food, Convenience Stores, Grocery",5.0,6,45.5051706,-122.6111605,97206.0,1,2
3607,8chizb0HJWceqOPHTmIGoQ,Brew Dr  Kombucha,"Coffee & Tea, Organic Stores, Kombucha, Food, Shopping, Wholesale Stores",5.0,6,45.4924082,-122.6522527,97202.0,1,2
3777,1Wv9l7PIlWoJStzQhaAZiw,Best Oregon Tours,"Tours, Historical Tours, Architectural Tours, Hotels & Travel, Food Tours, Art Tours, Wine Tours",5.0,6,45.484549,-122.675232,97239.0,0,9
3869,638-H2Kh1ZKCs982l69RBw,The Tidal Boar Foods: Shuck Truck,"Restaurants, Food, Seafood, Food Trucks",5.0,6,45.5605006,-122.510974,97230.0,2,4
3955,dbRfJm2A67XGLzUFYwLoiw,Penny Cakes,"Food, Desserts, Bakeries, Food Trucks",5.0,6,45.4964841,-122.6266710833,97202.0,1,2
3970,6GEmjFV62ZmEctxwuyWL0g,Lovejoy Coffee Company,"Food, Coffee & Tea",5.0,6,45.4807521,-122.6427372,97202.0,1,9
4122,VGEq6ItrynVxZpAEtOpPBw,Stoked BBQ & Catering Co,"Food Stands, Barbeque, Restaurants, Sandwiches",5.0,6,45.4648256,-122.5790503,97206.0,1,0
4231,MoNUlt5wj4hQywnIjnqf1Q,Mocha Delight,"Food, Coffee & Tea, Restaurants",5.0,6,45.4621689,-122.646918,97202.0,1,9
4304,KwMLPJbuWBQclBQhC65bGQ,Charro's street tacos,"Restaurants, Tacos, Mexican",5.0,6,45.5827808,-122.7243082,97203.0,0,7
4370,FzKGNIlkH1gCYAUvkTAhYA,La Reyna Del Sur,"Restaurants, Mexican, Food, Street Vendors, Food Trucks",5.0,6,45.50868,-122.783328,97225.0,3,3
4456,zxqZoJgkVi-U4aD_LdJAoQ,Pastrycat,"Restaurants, Gluten-Free, Bakeries, Food",5.0,6,45.5880471,-122.7426393,97203.0,3,7
4776,pBFQgoWGhpkQxrsMQZd0rg,Lazy K's Gumbo Shack,"Vegetarian, Restaurants",5.0,6,45.5480311,-122.6755788,97227.0,0,6
4843,9MGkfoAqPAKEneIUMkYv1w,Buns N Skins,"Restaurants, Food, Food Stands, Street Vendors, Food Trucks, Sandwiches, American (Traditional), Burgers",5.0,6,45.4807521,-122.6427372,97202.0,1,9
4956,fo7bPRJrAdLq5wkhkicaeA,Caribbean Kitchen,"Caribbean, Restaurants, Food Trucks, Food",5.0,6,45.520748346,-122.6761272703,97204.0,0,1
4983,W5naqjoSv8h0qPO0iYuioQ,Mama Sesame,"Falafel, Mediterranean, Restaurants",5.0,6,45.5055296,-122.6155052,97206.0,1,2
5037,GEc9cpL7EftEM2B1I7d5iQ,Bravo Mountain Mexican Bistro,"New Mexican Cuisine, American (New), American (Traditional), Restaurants",5.0,6,45.5129175,-122.655913,97214.0,0,2
5143,QX6KYb-ysD3PZGOdOT7-yw,Oh Mama’s Kitchen,"Japanese, Korean, Ramen, Restaurants",5.0,6,45.461287,-122.6465899,97202.0,1,9
5557,CM2DhoaUwvr2bQPZlkOJ4Q,Pasta’s,"Specialty Food, Restaurants, Food Trucks, Food, Pasta Shops",5.0,6,45.547669,-122.6682301,97227.0,0,6
6067,PJunfXIbIBwiCvYdgCv6xw,Squeeze Berries,"Restaurants, Food Stands, Juice Bars & Smoothies, Food",5.0,6,45.5212231,-122.6818229,97205.0,0,1
6387,OAsz0G_TWsUJx_thNehKEw,Verajames Kitchen,"Soul Food, Southern, Barbeque, Restaurants",5.0,6,45.5047833,-122.497772,97233.0,2,4
6544,BcZFaIiaWPfpEXT1J-tSgw,The Hot Box BBQ,"Food Trucks, Barbeque, Food, Restaurants",5.0,6,45.5199468269,-122.6564885303,97214.0,0,2
6752,wh9Y46OM8WhBRFLYinqHEA,Tito's Burritos,"Food, Food Court, Food Trucks, Restaurants, Mexican",5.0,6,45.4985751472,-122.6412596181,97202.0,1,2
6773,VRMhn9VAJ7PbBhyLmhB-Rw,En Vida PDX,"Latin American, Colombian, Restaurants",5.0,6,45.4853106,-122.6470914,97202.0,1,9
7011,vN6o3J0sO6Xpx684FZVhRA,Open Source Café,"Cheesesteaks, Food Trucks, Restaurants, Vegan, Food",5.0,6,45.516675,-122.629006,97214.0,1,2
7014,52jAh8H7w3oKCe7bUUDY6A,Hot Mama Salsa,"Specialty Food, Food",5.0,6,45.5602039,-122.674479,97217.0,0,6
7101,krcEyMc07XXdf1KrRBm1Vg,Mama Dut,"Vegan, Restaurants, Vietnamese",5.0,6,45.517021,-122.6512007,97214.0,0,2
286,xF1GE1WAOGupY8MPHFENiw,Gimme Bap,"Restaurants, Food, Korean, Food Trucks",5.0,5,45.5591837,-122.6422045,97211.0,0,6
300,rrRl5B_QmPQqKVbfhPAmGg,Whiskey Dolls Game Room,"Bars, Nightlife, Arts & Entertainment, American (Traditional), Restaurants, Arcades, Sports Bars",5.0,5,45.525504,-122.67786,97209.0,0,1
394,9j38qJq0ckjF7gCmBz_fnA,Raha Persian Cuisine,"Beauty & Spas, Persian/Iranian, Kosher, Hair Loss Centers, Restaurants",5.0,5,45.521209,-122.681099,97205.0,0,1
506,_SxhzxMg8A3D6KfWF21O2A,Giusto Farms,"Specialty Food, Food, Fruits & Veggies",5.0,5,45.5478716,-122.4956206,97230.0,2,4
544,x00fG-RbWZDykf7xhNlHgw,Plainview Grocery & Auto Parts,"Automotive, Grocery, Food, Auto Parts & Supplies",5.0,5,45.608944,-122.8627466,97231.0,3,3
642,u9s4_IR77drtWqZjm-EwHA,Star Kitchen Thai Food,"Thai, Restaurants",5.0,5,45.5493523,-122.6618556,97212.0,0,6
681,Y4Tr2bFefFq1013MQuX-0A,Slavic Eats,"Russian, Restaurants, Ukrainian, Food Stands, Polish",5.0,5,45.5200072,-122.6742567,97214.0,0,1
706,IVl8FC2S9ICn3aTSsaBmVQ,Heirloom,"Caterers, Restaurants, Party & Event Planning, Breakfast & Brunch, Event Planning & Services, American (New)",5.0,5,45.4252117,-122.6461579,97267.0,1,9
948,FlQPoul_fnDmh4ey_BuxKg,Leafy Dreams,"Food Trucks, Food",5.0,5,45.4669605,-122.6531544,97202.0,1,9
1094,jKPyosCZxgQim1y9Gf3M8w,Taste Of Soul,"Food Trucks, Restaurants, Food, Soul Food",5.0,5,45.562762,-122.680846,97217.0,0,6
1229,3bV-q17m0SBbkSyWzqtpzQ,Red Slate Wine Co.,"Nightlife, Venues & Event Spaces, Bars, Restaurants, Beer, Wine & Spirits, Event Planning & Services, Food, Wine Bars",5.0,5,45.5189975,-122.6641258,97214.0,0,1
1291,855ETdrLhbUs5Gm0Hgcz5w,Portland Smoothie Company,"Restaurants, Food, Food Stands, Juice Bars & Smoothies",5.0,5,45.5198865,-122.6746212,97205.0,0,1
1304,SrJ9KsI_Ni4TxsWDUQ9NPg,L'astra,"Restaurants, French",5.0,5,45.5230772,-122.6586842,97232.0,0,2
1428,jdiedZF9M6PW-8m6OsUauQ,Conserva,"Specialty Food, Food",5.0,5,45.5297657,-122.6891387,97209.0,0,1
1608,ULeZU6lSekQspCrgf3dyog,PDX Concierge,"Food Delivery Services, Personal Shopping, Couriers & Delivery Services, Local Services, Shopping, Food, Grocery",5.0,5,45.5593978,-122.807445,97229.0,3,3
1941,xMGmJScyc4Qix6LZbUcEjw,Timmy's Fish Fry,"Food, Restaurants, Street Vendors, Seafood",5.0,5,45.512286671,-122.6847553253,97201.0,0,1
1978,N5-rhSR0as9X23vCED76Ug,American Panda,"Waffles, Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants",5.0,5,45.5207984,-122.6761527,97204.0,0,1
1991,beqbuDtWq_Es1L2EV1313Q,Cravings Pdx,"Food, Bakeries, Coffee & Tea",5.0,5,45.4556870463,-122.7152763625,97219.0,0,5
2112,IcBkXBhpxToTo4SE5e_LPA,Parcel,"Gift Shops, Shopping, Flowers & Gifts, Local Services, Florists, Food, Specialty Food",5.0,5,45.5162412,-122.597527,97215.0,1,0
2174,JersHZm5ZgauqYScXMvV7A,Sofia's Peruvian Food & Gyros,"Food, Food Trucks, Peruvian, Latin American, Restaurants",5.0,5,45.55672,-122.675081,97217.0,0,6
2358,8llnyMuugxmHBn-dmHRBYw,Sabor Yucateco PDX,"Food, Food Trucks, Mexican, Restaurants",5.0,5,45.4936755,-122.5793608,97266.0,2,0
2535,mWmtlKowWGNWPATFWCDkFg,Give Portland Gifts,"Flowers & Gifts, Food, Event Planning & Services, Gift Shops, Local Services, Specialty Food, Cards & Stationery, Shopping, Arts & Crafts",5.0,5,45.5908734,-122.6931698,97217.0,0,6
2578,IH226-4l1TRhDqiFs6NT0Q,DarSalam - Hawthorne,"Middle Eastern, Restaurants",5.0,5,45.5122245,-122.6140742,97215.0,1,2
2937,4bP1O1WA_CVaAEmRkfXe5A,Oregonic Tonic Kombucha,"Food, Breweries, Kombucha",5.0,5,45.5837298,-122.7268969,97203.0,0,7
3050,MtTVfIGOTuAlZe-XQ53Onw,Raleigh Hills Liquor Store,"Beer, Wine & Spirits, Food",5.0,5,45.4838854,-122.7548932,97225.0,3,5
3313,9KlQYvdh5cfIHQZpY4ET3g,Mr BBQ,"Restaurants, Barbeque",5.0,5,45.489985,-122.5783225,97266.0,2,0
3448,Pjr1VRlYgyxwW8EKa9MA4g,Bones BBQ,"Restaurants, Food Stands, Specialty Food, Food, Food Trucks, Ethnic Food, Barbeque",5.0,5,45.4849623,-122.6391586,97202.0,1,9
3639,G4DlD5iB6Kd1GYIIkDlpbQ,Organic U-Pick Blueberries-Grandma's,"Food, Arts & Entertainment, Pick Your Own Farms, Fruits & Veggies, Specialty Food, Farms, Do-It-Yourself Food",5.0,5,45.6855694212,-122.7807179834,97231.0,3,7
3663,pdiczksW9hPfpJm7syEP4Q,PDX on the Go,"Food, Professional Services, Venues & Event Spaces, Assisted Living Facilities, Food Delivery Services, Grocery, Business Consulting, Couriers & Delivery Services, Personal Shopping, Event Planning & Services, Local Services, Shopping, Health & Medical, Personal Assistants, Notaries, Party & Event Planning",5.0,5,45.5215674578,-122.67512918,97232.0,0,1
4210,jh5rO_TSpmbrz62sMsqC-w,El Taco Yucateco,"Food, Street Vendors",5.0,5,45.5206952,-122.6817547,97205.0,0,1
4289,Eqr6fu7GXM-N9Bn_jqWEOQ,Intentional Espresso Company,"Coffee & Tea, Event Planning & Services, Caterers, Coffee Roasteries, Food",5.0,5,45.4961109733,-122.6448185942,97202.0,1,2
4319,J8T-tm3lo4emSCtWQUI_OQ,Mannys Cafe,"Bakeries, Food, Coffee & Tea",5.0,5,45.5102978,-122.6818678,97201.0,0,1
4358,2KRj8sTnb0L6mir95X1BQg,Superjet,"Beer, Wine & Spirits, Food, Coffee & Tea",5.0,5,45.529553,-122.6815538,97209.0,0,1
4393,vN2l24gtzxRw_nqCoLy3RA,Biga,"Restaurants, Italian, Gluten-Free, Pizza",5.0,5,45.5628742,-122.6351415,97211.0,0,6
4490,SxonYBIknYmynmeJjXArjw,Gol,"Active Life, Nightlife, Soccer, Restaurants, Latin American, Bars, Sports Bars",5.0,5,45.5123084,-122.6477312,97214.0,1,2
4585,r802JbgczFezY49kuhW6wg,Panini Northwest,"Restaurants, Italian, Sandwiches, Food, Food Trucks",5.0,5,45.512356393,-122.684989605,97201.0,0,1
4763,f0ztP5Rw65bSg3AvTLFklg,Marilyn's Trolley,"Restaurants, Food Stands",5.0,5,45.5297790346,-122.6571500301,97239.0,0,2
4794,q5JqcDHfJUjYZWJNAxPvig,Kumiho Ramen,"Food, Restaurants, Japanese, Ramen",5.0,5,45.5338635769,-122.601361759,97213.0,1,8
4835,nw8xtMR-lK65_wLxToRb4Q,Master Philly Cheesesteaks,"Restaurants, Cheesesteaks",5.0,5,45.518491,-122.512178,97233.0,2,4
5040,tGoZK5ep0rL04QLXyg1szA,Rafati's Catering,"Caterers, Party & Event Planning, Event Planning & Services, Specialty Food, Food",5.0,5,45.5211045,-122.686629,97205.0,0,1
5156,papYjRSRcRhMeNnznzXRTw,Pressed 1,"Restaurants, American (Traditional)",5.0,5,45.4959385,-122.6086121,97206.0,1,0
5244,82N_4BiKJmujbRegGvRvAw,Buddha Chocolate,"Food, Specialty Food, Chocolatiers & Shops",5.0,5,45.5352835,-122.6037536,97213.0,1,8
5394,x3HiK5FvrUUtnwPE-w_OQQ,Neighbours Table,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",5.0,5,45.5254803,-122.6363832,97232.0,1,2
5453,acqvw9wR28qQAcsEpTPO-Q,Guffy's School of Canine Manners,"Food, Pets, Coffee & Tea, Pet Training, Pet Sitting, Pet Services, Education",5.0,5,45.5556498358,-122.589626424,97218.0,2,8
5618,4qo4MTnue_jnqA4njjasug,GM Farm,"Food, Farmers Market",5.0,5,45.645371,-122.80651,97231.0,3,7
5636,KrP5OlNA-BeMT_oik0PtUA,Sunny 82nd Market,"Food, Convenience Stores, Grocery",5.0,5,45.5299258,-122.578803,97220.0,2,8
5824,RGQmi1DNcbe8vHnHXZK3jg,The Lamb's Table Catering,"Event Planning & Services, Restaurants, American (New), Caterers",5.0,5,45.5352835,-122.6037536,97213.0,1,8
6037,SE60_yHTG50wwwuw47rpTg,Kush Cart,"Shopping, Cannabis Clinics, Food Delivery Services, Health & Medical, Cannabis Dispensaries, Food",5.0,5,45.4856372,-122.5946255,97206.0,1,0
6072,rAsP0P5r_NJTbOOHIYiM0A,Gyro King,"Food Trucks, Food, Restaurants, Mediterranean, Greek, Middle Eastern",5.0,5,45.5604829694,-122.5108265115,97230.0,2,4
6175,y0RNIBpDipzDVlq5lF62Ow,Bro-Dogs + Burgers,"American (New), Restaurants, Burgers, Hot Dogs, Food, Food Trucks",5.0,5,45.5173932,-122.6580624,97214.0,0,2
6434,x03b65sGbnxfLz4JV2w1lw,The Velvet Lounge,"Food, Cocktail Bars, Nightlife, Bars, Restaurants, Southern, Gay Bars, Coffee & Tea, Lounges",5.0,5,45.5199641,-122.6738639,97214.0,0,1
