,business_id,name,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
1432,ClKtrr9LUlmg0rKvMGEOZA,Radio Room,Portland,OR,97211,45.559299,-122.654318,3.5,655,1,"American (New), Bars, Nightlife, Breakfast & Brunch, Lounges, Cocktail Bars, Restaurants"
1433,nwyeGi72lQ4JrkorGYleWg,Hong Phat Market,Portland,OR,97220,45.5556316,-122.5615438,3.0,28,1,"Grocery, Food"
1434,i0FDBMjDgDevYLvzmHd8Eg,Pizza Schmizza,Portland,OR,97201,45.5090455,-122.6739002,3.0,21,0,"Pizza, Restaurants"
1435,cIwb63lruUYo4u0r8kDfUw,Rabbits Cafe,Portland,OR,97232,45.5238727,-122.6598391,4.5,77,0,"Vegan, Cafes, Vegetarian, Restaurants"
1436,vD-v4QY957ACsKHB76GV_g,Fiji Emporium,Portland,OR,97217,45.5801264,-122.681829,5.0,13,1,"Grocery, Food"
1437,0AQDpwxlOA2HzC6vU-jilw,Sweet Masterpiece Wine Bar & Bistro,Portland,OR,97209,45.5242267,-122.6807646,3.5,48,0,"Food, Bars, Nightlife, Wine Bars, Chocolatiers & Shops, Coffee & Tea, Specialty Food, Restaurants"
1438,RqAQTfu9qUrcJgV-jpdLDw,Little Conejo,Portland,OR,97217,45.5544109103,-122.6757703022,4.5,32,1,"Restaurants, Mexican, Food Stands, Tacos, Food Trucks, Food"
1439,LyUTUHN8LCF_RXxoiCliIg,Bay 13 Restaurant,Portland,OR,97209,45.5270743,-122.68329,3.5,39,0,"Sushi Bars, Restaurants, Seafood"
1440,utP6xr4j6mXEw4VuB16hZw,Rusty Nail Pizza and Pub,Portland,OR,97209,45.5285595,-122.6732704,4.0,17,1,"Pizza, Pubs, Bars, Restaurants, Nightlife, Italian"
1441,bYv9sjROwJW8R0EMMhRrdg,Taco Del Mar,Portland,OR,97086,45.4511532,-122.5773033,3.0,19,1,"Restaurants, Mexican, Tex-Mex, Fast Food"
1442,kQPplic4-XxqvpJoXPRDlQ,McFadden's,Portland,OR,97209,45.5240833,-122.6716698,2.5,20,0,"Bars, Dance Clubs, Irish, Pubs, Restaurants, Nightlife"
1443,rMH6RDk9s9Iyj_tttJ94MA,Clementine Bistro & Bar,Portland,OR,97232,45.5267845,-122.6369366,3.0,27,0,"Restaurants, Nightlife, Food, Beer, Wine & Spirits, Bistros, Bars"
1444,V1E1VKA8xb_ybnKW86RCaw,Cloud Seven Cafe,Portland,OR,97209,45.5295068,-122.6814966,4.0,51,0,"Coffee & Tea, Food"
1445,p8DAuA6rYM6wz5JGVfSkXg,Look Long Brewing Company,Portland,OR,97217,45.5706784,-122.681777,4.5,24,1,"Food, Beer, Wine & Spirits, Beer Bar, Shopping, Bars, Pubs, Brewing Supplies, Breweries, Nightlife, Brewpubs"
1446,VoqLoKuZl-lBrQVCNtXM9A,Ash Street Saloon,Portland,OR,97204,45.5223418,-122.6730556,3.5,63,0,"Arts & Entertainment, Nightlife, American (New), Pubs, Bars, Music Venues, Dive Bars, Restaurants"
1447,E2DEVbcLAmUpVGpzGF7hwA,Broder Nord,Portland,OR,97227,45.539346,-122.674631,4.0,382,1,"Breakfast & Brunch, Hot Dogs, Seafood, Food, American (New), Scandinavian, Restaurants"
1448,Yq3tO0Mb4I1HB9XOZAsOTg,The Nightwood,Portland,OR,97232,45.5347996,-122.6425641,5.0,7,1,"Venues & Event Spaces, Food, Shopping, Arts & Crafts, Party & Event Planning, Cooking Classes, Event Planning & Services"
1449,PPeGDVRdNihbezcaot0Q1Q,Kimpton RiverPlace Hotel,Portland,OR,97201,45.511084,-122.6743273,4.5,188,1,"Restaurants, Hotels, Venues & Event Spaces, Hotels & Travel, Event Planning & Services"
1450,vAbsbtE1moiqvvEbwji38A,Brother's Wings & Bings,Portland,OR,97229,45.5541934,-122.8359723,3.0,28,1,"Fast Food, Chinese, Restaurants, Chicken Wings"
1451,jXnMy7-VQ7eqRBtjXAacuQ,Lucky Devil Lounge,Portland,OR,97202,45.5017514,-122.6590969,4.0,112,1,"Restaurants, Bars, Adult Entertainment, Nightlife, Strip Clubs, Food Delivery Services, Food"
1452,J7g3KZtSgULwZUHRz4mMmw,Rovente Pizzeria,Portland,OR,97214,45.5119666,-122.6318064,3.5,142,1,"Italian, Pizza, Food, Food Delivery Services, Restaurants"
1453,zUTTPEcwJo1kwvx93iOujQ,Boedecker Cellars,Portland,OR,97210,45.5407971,-122.7126132,5.0,17,1,"Wineries, Wine Bars, Beverage Store, Arts & Entertainment, Nightlife, Food, Bars, Wine Tasting Room"
1454,DlAr3ziP00dA7ml8EuDgjA,Providore Fine Foods,Portland,OR,97232,45.527168,-122.6417001,4.5,92,1,"Pasta Shops, Food, Fish & Chips, Restaurants, Bakeries, Specialty Food"
1455,GboSh_Mvu9fwW0pF5l9vxQ,Jimmy Mak's,Portland,OR,97209,45.5248271,-122.6814833,4.0,131,0,"Arts & Entertainment, Middle Eastern, Restaurants, Greek, Mediterranean, Nightlife, Jazz & Blues"
1456,As17E38mo4DIKeqA3yBdWQ,Gluttony,Portland,OR,97206,45.4993622,-122.6110972,5.0,24,0,"Food Stands, American (Traditional), Breakfast & Brunch, Burgers, Restaurants, Food Trucks, Food"
1457,E3Dj_Ic-Rwx4aD5jqR8Xqg,din din,Portland,OR,97232,45.5265515,-122.6564055,3.5,22,0,"Event Planning & Services, Breakfast & Brunch, Caterers, Restaurants, French, American (New)"
1458,EONoNKeDk97LSh_DI1NINg,The Yummy Tummy Oasis,Portland,OR,97239,45.481712,-122.674516,4.0,5,0,"Juice Bars & Smoothies, Live/Raw Food, Shopping, Restaurants, Food"
1459,rQjjhyeYAxIgrvh9d63OXQ,Starbucks,Portland,OR,97229,45.537303,-122.779549,3.5,27,0,"Coffee & Tea, Food"
1460,_S33qYosNP-x3R8V03TeCQ,The Slide Inn,Portland,OR,97214,45.5219673,-122.6416678,4.0,375,1,"Ethnic Food, Gluten-Free, Beer, Wine & Spirits, American (New), Bars, Food, Specialty Food, Restaurants, Venues & Event Spaces, Event Planning & Services, German, Nightlife, Wine Bars, Desserts"
1461,Cvp_pMf7cdhczhIrHp5N-w,The Sudra,Portland,OR,97227,45.5477241,-122.6757222,4.5,13,1,"Vegetarian, Food, Desserts, Soup, Indian, Vegan, Nightlife, Bars, Cocktail Bars, Restaurants"
1462,42nKdSuCsR4F0cr_kd-ryw,Spare Room Restaurant and Lounge,Portland,OR,97218,45.5580903,-122.6201389,4.0,100,1,"Karaoke, American (Traditional), Nightlife, Restaurants, Bars"
1463,x-MhzxmJGN0sh76fgIFNMQ,Red Onion Thai Cuisine,Portland,OR,97210,45.531032,-122.698909,4.0,505,1,"Restaurants, Desserts, Thai, Food, Noodles"
1464,PNHeUvkz76BEfPe1tctdCg,Glisan Street Pub,Portland,OR,97213,45.5262553,-122.5811188,3.5,9,0,"Bars, Pubs, Dive Bars, Nightlife, Restaurants"
1465,K1jNnR8wWgHEWMRTGmKAaw,Tuk Tuk,Portland,OR,97217,45.576946,-122.7000609,3.5,109,1,"Thai, Restaurants"
1466,nUvAdeOtKdUN1vG3_GKlrQ,Ristretto Roasters,Portland,OR,97255,45.548573,-122.6203413,4.0,68,0,"Food, Coffee & Tea, Restaurants"
1467,Kiy1UwjhRgNERu_nfB1BXw,Jurassic,Portland,OR,97206,45.505216,-122.6008952,4.5,51,0,"Gluten-Free, American (New), Restaurants"
1468,ofFtsY0mrcMSUDHc1KwODg,Twin Paradox,Portland,OR,97202,45.460534,-122.6471357,4.0,27,0,"Coffee & Tea, Food"
1469,yFKLSH_a1o_-E98o0Yv-hg,Riffle NW,Portland,OR,97209,45.5256161,-122.6843847,3.5,74,0,"Seafood, Restaurants"
1470,dIUi2Ir9MRUQ7hEzPjhv5Q,QTea Self Serve Boba,Portland,OR,97225,45.5064511,-122.7756216,3.5,5,1,"Food, Bubble Tea"
1471,O-Sek38lKSNHBq1cxVL2fg,Shamrock Bar & Grill,Portland,OR,97266,45.4872416,-122.5792019,3.5,13,1,"Sports Bars, Bars, American (Traditional), Karaoke, Pool Halls, Nightlife, Restaurants"
1472,ptY45zoDMA2pXEkgbaSWCA,The Lost & Found,Portland,OR,97217,45.5625044,-122.6897385,4.0,62,0,"Mexican, Cocktail Bars, Lounges, Beer Bar, Bars, Restaurants, Nightlife"
1473,-Jhi5kHKCDYHSI2ASX6Bow,Domino's Pizza,Portland,OR,97201,45.5087912,-122.682173,2.5,45,1,"Chicken Wings, Pizza, Restaurants, Sandwiches"
1474,SCO7tq7IZYbWHs1rqoHwZg,Pepino's Mexican Grill,Portland,OR,97210,45.5293542,-122.6983402,4.0,363,1,"Mexican, Food, Nightlife, Event Planning & Services, Bars, Restaurants, Caterers, Beer Bar"
1475,x4fD7KgHG34tCIPsQx9mZg,St Jack,Portland,OR,97202,45.5035822,-122.6447926,4.0,189,0,"Restaurants, French, Breakfast & Brunch"
1476,gf9iH5G2ehp0MRTlVLFT8Q,Bread and Roses Market,Portland,OR,97206,45.4896038,-122.5970583,4.5,47,1,"Grocery, Toy Stores, Food, Shopping, Organic Stores"
1477,3sewVJA24Z7wSAzCp2qeFA,Cosube,Portland,OR,97232,45.5235689733,-122.6624493281,4.5,31,1,"Fashion, Coffee & Tea, Restaurants, Shopping, Women's Clothing, Food, Surf Shop, Men's Clothing, Cafes"
1478,bKPY-rM-EsKwYjchX4Uo_w,The Cruise In Diner,Portland,OR,97211,45.57911,-122.6336241,4.0,24,0,"Diners, Burgers, American (Traditional), Breakfast & Brunch, Restaurants, Delis, Sandwiches"
1479,JmwZAEEUAGPZ94asl8QMjQ,Hollywood's Hot Rod Bar & Grill,Portland,OR,97220,45.5583317,-122.5512734,2.5,14,0,"Nightlife, Bars, Food, Arts & Entertainment, Barbeque, Burgers, Sports Bars, Music Venues, Restaurants, American (New), Beer, Wine & Spirits"
1480,UeyTWGFukURbiA1JG-52FQ,YUI,Portland,OR,97211,45.5630425,-122.6351619,4.5,9,1,"Asian Fusion, Food, Salad, Desserts, Restaurants, Thai"
1481,r6t3lCmTc9K2kBJyVy9iQg,Mayura Indian Bar & Grill,Portland,OR,97210,45.5323149,-122.6989732,3.0,101,0,"Restaurants, Nightlife, Indian, Bars"
1482,PNrrMM2G5eDwkOtwJnubIw,Rosie's Lounge,Portland,OR,97211,45.5588858,-122.6350114,4.0,13,0,"Restaurants, Lounges, Nightlife, Bars, Cocktail Bars"
1483,wXI1OVBZus_jqFNUgo7rnA,Starbucks,Portland,OR,97219,45.471417,-122.685751,4.0,14,1,"Coffee & Tea, Food"
1484,Rn1_0J6qcl5_kF_y7pVzUg,Guilder,Portland,OR,97212,45.5484155,-122.6414144,4.5,82,1,"Restaurants, Coffee Roasteries, Food, Coffee & Tea, Nightlife, Breakfast & Brunch, Bars, Beer, Wine & Spirits, Cocktail Bars"
1485,cnGMlWl4U02WUqD0sE1FJQ,808 Grinds - Food Cart,Portland,OR,97202,45.4849004,-122.6394616,4.5,100,1,"Hawaiian, Food, Food Trucks, Restaurants, Specialty Food"
1486,0nYw4Oc6WpkC0lQAumwklg,Chang's Mongolian Grill,Portland,OR,97217,45.6106421,-122.6812437,2.5,7,0,"Restaurants, Mongolian"
1487,iglWS4UQqlpwqUvTR1Zxbw,Stone Cottage,Portland,OR,97202,45.4605303,-122.6472232,5.0,33,0,"Tea Rooms, Cosmetics & Beauty Supply, Specialty Food, Food, Herbs & Spices, Coffee & Tea, Beauty & Spas, Grocery, Shopping"
1488,g6sjI5OEMmvqncij-FSGsQ,Cantina Xica,Portland,OR,97210,45.5345915,-122.6980431,3.5,40,1,"Mexican, Event Planning & Services, Venues & Event Spaces, Restaurants, New Mexican Cuisine"
1489,dlHL0XJezhm8jEUmiMPbsg,Big Town Hero,Portland,OR,97232,45.5249286,-122.6498587,2.5,19,0,"Sandwiches, Beer, Wine & Spirits, Restaurants, Food"
1490,gRPAwtRu6jnAX4AyJvD96Q,Splash Bar,Portland,OR,97209,45.5235569,-122.680423,2.5,87,0,"Dance Clubs, Breweries, Bars, Food, Restaurants, Sports Bars, Nightlife, Hawaiian, Burgers"
1491,v_iS6uLnc4rg0jfBzJCHNA,Sandy Hot Wings Cafe,Portland,OR,97230,45.5536367,-122.5198161,4.0,29,1,"Sandwiches, Chicken Wings, Delis, Burgers, Restaurants"
1492,Gva7nu6KtcV9pwdCtlcdrg,Townshend's Montavilla Teahouse,Portland,OR,97215,45.518928,-122.5817425,4.0,52,0,"Tea Rooms, Coffee & Tea, Bubble Tea, Food"
1493,h4SRhIs6gheGazN-U2HUkg,Tiger's Cafe,Portland,OR,97214,45.5165421,-122.6445908,3.0,14,0,"Mediterranean, Breakfast & Brunch, Restaurants"
1494,9fcN6YIzQnXLJ_CvuWHdhA,Avid Cider Co,Portland,OR,97209,45.523981,-122.6804397,4.5,75,0,"American (New), Brewpubs, Cideries, Restaurants, Gluten-Free, American (Traditional), Food, Breweries"
1495,_04PFbEbmfy7lKovpSF0xQ,Pho Corner,Portland,OR,97213,45.5439001,-122.5995999,4.0,194,1,"Vietnamese, Restaurants, Noodles, Soup"
1496,U4U90BdHDl3MPeBtG8QUZw,EastBurn Public House,Portland,OR,97214,45.5227212,-122.6473094,4.0,724,1,"Dive Bars, Music Venues, Arts & Entertainment, Nightlife, Breakfast & Brunch, Pubs, Beer, Wine & Spirits, Food, Comfort Food, American (Traditional), Whiskey Bars, American (New), Lounges, Bars, Gastropubs, Cocktail Bars, Restaurants"
1497,Q8eO3w1Hx-eaR4ff0uTvjA,Rose Town Beverage,Portland,OR,97204,45.5202007,-122.677547,3.0,13,1,"Food, Shopping, Beer, Wine & Spirits"
1498,g52ksdyU8Q1o1i2ohrjLJA,Sahagún,Portland,OR,97208,45.5287071,-122.678709,4.5,27,0,"Specialty Food, Food, Chocolatiers & Shops"
1499,B9n70N1i4FxDSdNAi3z8WQ,Doña Lola's,Portland,OR,97204,45.5224377,-122.6701825,4.5,13,1,"Food Trucks, Food"
1500,DrUsGGq2UTg9_dnGb3vRWw,Kusina sa Gulong,Portland,OR,97206,45.4959385,-122.6086121,3.0,8,0,"Food, American (New), Filipino, Food Trucks, Restaurants"
1501,zRGUCEfESzZiDoTBStZxuw,Black Rock Coffee,Portland,OR,97267,45.4185097,-122.633226,3.5,19,1,"Coffee & Tea, Food"
1502,26vfPVrh_20cbv8yjKL76g,Limelight Restaurant & Lounge,Portland,OR,97202,45.4742517,-122.6485195,3.5,111,1,"Lounges, Bars, Nightlife, Restaurants, American (Traditional)"
1503,PjQRlLuWtkvyFrSSu_-dAg,The Meddling Lime,Portland,OR,97202,45.4779894,-122.6488636,5.0,80,1,"Restaurants, Food Trucks, Food, Mexican"
1504,kTy0cj77f8ddCDbV7lNriA,Garden Monsters,Portland,OR,97212,45.5352857,-122.6211591,4.5,7,0,"Restaurants, Salad, Specialty Food, Food, Health Markets, Vegan"
1505,vG17tyvVR9Td9gjntaeBow,Chizu,Portland,OR,97205,45.5209655,-122.6834622,4.5,115,0,"Cideries, Food, Beer, Wine & Spirits, Cheese Shops, Specialty Food"
1506,Al06MXklAt8g6bvvYkYMvw,Safeway,Portland,OR,97203,45.5877247,-122.7530193,2.0,84,1,"Florists, Food, Grocery, Drugstores, Shopping, Flowers & Gifts"
1507,UugP306c7oiZYLlhgreLFQ,45th Parallel Wines,Portland,OR,97203,45.5901704534,-122.7543700486,4.5,15,1,"Cheese Shops, Bars, Nightlife, Beer, Wine & Spirits, Beer Bar, Food, Specialty Food, Wine Bars"
1508,27bwXf2oYLp2MUtlkihXZw,Portland BBQ Co.,Portland,OR,97205,45.5212108,-122.6809143,4.0,6,0,"Caterers, Event Planning & Services, Barbeque, Restaurants, Food Stands"
1509,mELlcLQhisr_U8s4xfKVUQ,The Divot Room,Portland,OR,97211,45.5804168,-122.6260438,4.5,5,1,"Nightlife, Restaurants, Sandwiches, Burgers, American (Traditional), Lounges, Bars, Sports Bars, Salad, Diners, Cafes, Breakfast & Brunch"
1510,SQlxzRYf-AsBLqucZ1mNJA,Clinton Street Cafe,Portland,OR,97255,45.5033988,-122.644599,4.0,6,0,Restaurants
1511,fkrOhCRxcLdauEGp5Z2jxw,St John the Baptist Ukrainian Orthodox Church,Portland,OR,97202,45.4654799,-122.648834,4.5,13,1,"Ukrainian, Churches, Religious Organizations, Restaurants"
1512,cxc3voT-U5oVOJxLh4zGPQ,Sushi Takahashi 2,Portland,OR,97201,45.5055153,-122.6834923,4.0,164,0,"Sushi Bars, Restaurants, Japanese"
1513,WMwaAb8W6gh17iimIJAjKQ,Chevron Extra Mile,Portland,OR,97216,45.5225383,-122.5795569,3.0,9,1,"Convenience Stores, Food, Gas Stations, Automotive"
1514,WsDZHE9KWjC3SwUXGcT6tQ,Korean Express,Portland,OR,97266,45.4977959609,-122.5789742949,4.0,5,0,"Food Trucks, Korean, Food, Restaurants"
1515,Jb3bpW9mi8erE338qZZpsw,Rose VL Deli,Portland,OR,97206,45.497159,-122.596676,4.5,146,1,"Noodles, Vietnamese, Restaurants, Beer, Wine & Spirits, Food"
1516,Eu7CG7Xtsy5f5IqA7Aahjg,Chow,Portland,OR,97209,45.5266355,-122.6858464,2.5,10,0,"American (Traditional), Breakfast & Brunch, Restaurants, Fast Food"
1517,Z_WlOAZNMsbrswPCZiNdjw,Asian Fusion Bowl,Portland,OR,97205,45.5210921,-122.6804345,3.5,36,0,"Restaurants, Street Vendors, Food, Asian Fusion, Food Trucks"
1518,Ke7luUMx-ystjfqSohh20g,Cafe Eleven,Portland,OR,97211,45.5701093,-122.6606301,4.5,90,1,"Internet Cafes, Coffee & Tea, Breakfast & Brunch, Donuts, Sandwiches, Bakeries, Food, Vegetarian, Restaurants, Kombucha, Cafes, Vegan"
1519,-5wOIgIfCMPI5LJ6uSlkig,Starbucks,Portland,OR,97204,45.5170158388,-122.679922,4.0,30,1,"Food, Coffee & Tea"
1520,r5FBbFyGeTeqhcC5gE0ylA,Poor Richard's Restaurant,Portland,OR,97232,45.5353197,-122.6227482,3.0,27,0,"Nightlife, Bars, Restaurants, American (New)"
1521,f9otNi4tm41fIzqnbLX4ww,Hour-Glass Pub and Eatery,Portland,OR,97213,45.5265867,-122.5865512,4.0,48,1,"Bars, Breakfast & Brunch, American (Traditional), Restaurants, Pool Halls, Nightlife"
1522,bkXaCV43GuvUdB2isZFi2g,Beulahland,Portland,OR,97232,45.5239233,-122.6370112,4.0,239,1,"American (Traditional), Beer, Wine & Spirits, Coffee & Tea, Burgers, Waffles, Food, Bars, Nightlife, Lounges, Dive Bars, Breakfast & Brunch, Restaurants"
1523,LNQcbbmRwiTLjKzCXWHyHw,Little Arabia Grill,Portland,OR,97266,45.4636025,-122.5796078,4.0,7,1,"Mediterranean, Arabian, Middle Eastern, Lebanese, Restaurants"
1524,Mrdynn6GMj2tY17azr2rtg,Godfather's Pizza,Portland,OR,97223,45.432672,-122.823709,3.0,35,1,"Pizza, Restaurants"
1525,1lDMN0GxNc9XUjW-StjUNA,Noho's Hawaiian Cafe,Portland,OR,97202,45.503526,-122.6398418,4.0,290,0,"Hawaiian, Seafood, Sandwiches, Restaurants"
1526,QeRqUDEMy9Jz21gP9qZMtw,Taquero Mucho,Portland,OR,97211,45.5763193,-122.6617429,5.0,10,1,"Mexican, Food, Food Trucks, Restaurants"
1527,lowRAcY8qLXXc99Uvvq6Fw,PieVino,Portland,OR,97202,45.465567,-122.652778,4.0,182,1,"Pizza, Restaurants, Sandwiches, Gluten-Free"
1528,aR8wWS7Qrst-NQ5ADQ26iA,Bone’s Smoke & Brew,Portland,OR,97218,45.5630394,-122.6180017,4.5,7,1,"Shopping, Convenience Stores, Food, Vape Shops, Tobacco Shops, Beer, Wine & Spirits, Head Shops"
1529,8Ry6x8Pfs1Ff0NTiSRHA4A,The Whole Bowl Cart,Portland,OR,97209,45.5263024,-122.6824069,4.5,101,1,"Vegetarian, Restaurants, Food Stands, Vegan"
1530,8qNKfN6cX7Kb2jXh-k-fXw,Little Big Burger,Portland,OR,97211,45.5589289,-122.644081,3.5,168,1,"Fast Food, Restaurants, Burgers"
1531,4pJNeHJAIDcRQlAjlbq96A,American Dream Pizza,Portland,OR,97213,45.5262383,-122.6152198,3.5,266,1,"Pizza, Restaurants"
1532,mzT33sJf_oR96wk_-aTvGQ,Lorenzo's Ristorante Italiano,Portland,OR,97227,45.5503793,-122.675669,3.5,62,0,"Restaurants, Italian"
1533,WyWc0aoyBOXpS-hrbCNNHQ,Portland Taco Co,Portland,OR,97239,45.4769545495,-122.6722924735,3.0,16,0,"Vegan, Mexican, Vegetarian, Restaurants"
1534,8O0zfHS89wsn2oQKjZ7JKA,Jung's Dynasty Restaurant,Portland,OR,97230,45.534248,-122.4769003,3.0,14,0,"Restaurants, Chinese"
1535,JFQDSduZY6QpQqyHYvqkfw,Wendy's,Portland,OR,97230,45.5538943,-122.5376915,2.0,28,1,"Burgers, Fast Food, Restaurants"
1536,0cfGneHHI9Kg9eBLofWYeg,Angel's Donuts & Ice Cream,Portland,OR,97211,45.559167,-122.6367106,4.0,387,1,"Food, Ice Cream & Frozen Yogurt, Coffee & Tea, Donuts"
1537,4vZUcLYgZniOJ2Uakp8QnQ,Oregon Ice Works,Portland,OR,97202,45.5048135,-122.6323951,4.5,40,0,"Restaurants, Vegan, Food Stands, Food, Desserts, Ice Cream & Frozen Yogurt"
1538,1O9fcq6Yo0bhS02SEC-uGg,Brunch Box,Portland,OR,97214,45.517035,-122.6591058,4.0,51,1,"Breakfast & Brunch, Burgers, Restaurants"
1539,X4kuA0RE4lFiZCWzOLNi1Q,Hopworks Urban Brewery,Portland,OR,97218,45.5856399639,-122.591763474,3.5,30,1,"Beer Bar, Food, Bars, Nightlife, Cocktail Bars, Sandwiches, Restaurants, Breweries"
1540,YVnTZMx5xAyaK31GVSkI_Q,Yummy Mongolian BBQ,Portland,OR,97211,45.5763354,-122.6616926,3.5,117,0,"Mongolian, Restaurants"
1541,fvKx9fCpwkRWKyqJJ6Zumg,Tinker Tavern,Portland,OR,97215,45.5190126,-122.581595,4.5,5,1,"Beer Bar, Restaurants, Pubs, Cocktail Bars, Sandwiches, Bars, Nightlife"
1542,XCITQRZwAO_jLeR90UHlvQ,Tokio Table,Portland,OR,97206,45.5050178,-122.6132702,4.0,269,1,"Steakhouses, Food, Ethnic Food, Japanese, Sushi Bars, Restaurants, Specialty Food"
1543,IivZPgN7tqXWj04DL45PsQ,Rontoms,Portland,OR,97214,45.522792,-122.659473,3.5,407,1,"Nightlife, Music Venues, Lounges, Arts & Entertainment, Bars, Restaurants"
1544,BU6BgvDPUsKeIWHvJPsBeA,The Angry Unicorn,Portland,OR,98213,45.549004,-122.5864769,4.5,115,0,"Restaurants, Food, Street Vendors, Burgers, Food Trucks"
1545,ofaCxO85G8Lqd-4a5Fn45A,Heron Lakes Golf Club,Portland,OR,97217,45.604555,-122.705109,3.5,40,1,"American (Traditional), Golf, Restaurants, Venues & Event Spaces, Golf Lessons, Fitness & Instruction, Active Life, Event Planning & Services"
1546,Nb85pMpcWTksnGigRSP89g,The Portland Game Store,Portland,OR,97217,45.562494,-122.676481,4.5,24,1,"Arts & Entertainment, Books, Mags, Music & Video, Food, Social Clubs, Hobby Shops, Beer, Wine & Spirits, Video Game Stores, Shopping, Tabletop Games"
1547,aesywYq8S-Ttij4Y2mUdcQ,Sub Zero Nitrogen Ice Cream,Portland,OR,97223,45.4502554515,-122.7813094854,3.0,32,1,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Food, Desserts"
1548,wBnUkLYseuZJGhnuzl8oQw,MyFitFoods,Portland,OR,97239,45.5003922,-122.6720078,4.5,28,1,"Food, Specialty Food, Gluten-Free, Health Markets, Food Delivery Services, Restaurants"
1549,16Hu7lGwIy_zpfYPpVwAKQ,76 BBQ,Portland,OR,97266,45.4786589,-122.5677542,5.0,31,1,"Restaurants, Barbeque, American (Traditional), Food Trucks, Food"
1550,62oY0A491inWXqi4LhgXMQ,Pinches Burros ,Portland,OR,97218,45.5557669838,-122.6029895246,4.5,31,1,"Restaurants, Tacos, Mexican"
1551,OThSRLbbRDTAKcjK2WLYzw,Chez Jose Mexican Cafe,Portland,OR,97219,45.4635378,-122.683784,3.5,182,1,"Mexican, Gluten-Free, Vegan, Restaurants"
1552,U2zhFVzEo0TzOF3mwI9-Iw,Iyara Thai Restaurant,Portland,OR,97255,45.5229214,-122.6905192,4.5,23,0,"Thai, Restaurants"
1553,OjLXcYHxOBiCwE4sjDkdUw,Earth Burgers,Portland,OR,97214,45.5046634041,-122.63600528,4.0,21,0,"Burgers, Vegetarian, Food, Food Trucks, Vegan, Restaurants"
1554,dyNSkiOsRfRVfDc23peNMQ,Vino,Portland,OR,97214,45.5215905,-122.6374958,4.5,28,1,"Food, Beer, Wine & Spirits"
1555,71dL7aEORij5crsAURdhbQ,Cocotte,Portland,OR,97211,45.5626074,-122.6350446,4.0,186,0,"Seafood, Bars, Beer, Wine & Spirits, Food, Nightlife, French, Restaurants"
1556,26CgmajAEW_oD06E8RBCwQ,Hungry Tiger,Portland,OR,97214,45.5213118,-122.6537892,3.5,449,1,"Nightlife, Beer, Wine & Spirits, American (New), Vegan, American (Traditional), Food, Restaurants, Bars, Vegetarian"
1557,l9LlQssUkE4p4Nf5jvUtIg,Glaser Wine and Spirits,Portland,OR,97209,45.5270401,-122.6838515,5.0,6,0,"Nightlife, Bars, Wine Bars, Beer, Wine & Spirits, Food"
1558,y877PQ6OVeHRnPbEW4gs1Q,Soul Pies Fire Pizza,Portland,OR,97217,45.5543266,-122.6753086,4.5,17,0,"Restaurants, Food, Pizza, Food Trucks"
1559,WAhz5LhZMFb2F8uLW8Vn-Q,XLB NW - Slabtown,Portland,OR,97210,45.5343013,-122.6965156,4.0,32,1,"Comfort Food, Restaurants, Noodles, Chinese"
1560,Gf0SvnCA4ZmIbT0sxwXA-g,Alibaba Takeaway,Portland,OR,97204,45.5210573417,-122.6762056008,3.5,13,1,"Halal, Mediterranean, Kebab, Restaurants"
1561,7d3IefhfwjcbTF-UyrBy4A,Pix Patisserie,Portland,OR,97227,45.5509668,-122.6668516,4.0,144,0,"Food, French, Beer, Wine & Spirits, Restaurants, Desserts, Bakeries"
1562,yor1vC5WwjSO1nHTH3cH8g,Freeland Spirits,Portland,OR,97210,45.5371501,-122.7060856,4.5,31,1,"Distilleries, Food"
1563,6FRnM77PFXsLy0d78IMK3w,The Steakhouse at 9900,Portland,OR,97225,45.493388,-122.777829,4.5,139,1,"Steakhouses, Restaurants"
1564,lveytQ9p_eySPP34ZbOKdw,Thai Go!,Portland,OR,97204,45.516964,-122.6732897,4.0,12,0,"Thai, Restaurants, Fast Food"
1565,0Ix62hICO6ypSXfhCvgE6Q,Por Qué No? Taqueria,Portland,OR,97215,45.512193,-122.6143401,4.0,1230,1,"Restaurants, Mexican"
1566,1m06CUx1H26-TL7VadmUoQ,Run Chicken Run,Portland,OR,97206,45.5053196,-122.6111174,3.5,23,0,"Restaurants, Thai, Food, Food Stands"
1567,b_xHd3q2Mq1yRUZKUgHgIw,Bar of the Gods,Portland,OR,97215,45.512127,-122.612987,4.0,175,1,"Nightlife, Pubs, Dive Bars, Beer, Wine & Spirits, Bars, Food"
1568,Gqg7DC0qvIn2U9TDQWExOQ,Fenrir,Portland,OR,97214,45.5085247,-122.6548574,5.0,55,0,"Diners, Wine Bars, Restaurants, Bars, Modern European, Specialty Food, Nightlife, American (New), Food"
1569,5DgYaH-M1aR-coO7G5shkA,Ristretto Roasters Coffee,Portland,OR,97201,45.5131719,-122.67742,4.0,29,0,"Coffee & Tea, Restaurants, Food, Coffee Roasteries, Cafes"
