,user_id,business_id,stars,useful,funny,cool,text,date,time,month,year,word_count,char_count,avg_word_len,stopword_count,cleaned_text,polarity,subjectivity,neg,neu,pos,compound,sentiment,Dominant_Topic,Keywords,Text_Chunks
38,Eypq5gLLjCapBVVnMw_MyA,hSFmjAeFlsltnIowdrembQ,4.0,0.0,0.0,0.0,"Strong diner food with particularly fun and spunky service. The woman who took my order was super nice and when I asked her what to get, she said either the turkey club or tuna melt. These just happen to the the two things I almost always get at diners so I was really stuck at a crossroads. But I ordered the club and never looked back. Well toasted bread, good ingredient ratio, and i left real satisfied.

Should i return, the tuna melt is in my crosshairs.",2015-11-18 18:12:07,18:12:07,11.0,2015.0,86.0,460.0,4.287356321839081,31.0,strong diner food particularly fun spunky service woman took order super nice asked get said either turkey club tuna melt happen two thing almost always get diner really stuck crossroad ordered club never looked back well toasted bread good ingredient ratio left real satisfied return tuna melt crosshairs,0.36851851851851847,0.48888888888888893,0.039,0.796,0.165,0.9096,positive,0.0,"order, time, wait, food, table, give, ask, back, service, never","['strong', 'diner', 'food', 'particularly', 'fun', 'spunky', 'service', 'woman', 'order', 'super', 'ask', 'tuna', 'happen', 'thing', 'almost', 'always', 'diner', 'really', 'stick', 'crossroad', 'order', 'never', 'look', 'back', 'well', 'toast', 'bread', 'ingredient', 'ratio', 'leave', 'real', 'satisfied', 'return', 'tuna', 'crosshair']"
39,6qe44n5_ldiBc0nUL9421g,bwGElWi6I90rp05Vh1aVIQ,3.0,2.0,1.0,0.0,"MMMMmmm Gelato!!!!
Took my sister in law and niece here after seeing an ad and looking at the Yelp reviews. Such a cute little place, brightly decorated and outdoor seating.
They had about 20 different flavors to choose from...I had the Thai iced tea and Kahlua chip. Also ordered: White Chocolate Raspberry, Strawberry, Mayan Chocolate.
Why the 3 stars then..Everything was great except for the service...the man behind the counter couldn't smile if I was dancing around in a chicken costume. My niece wanted to taste test a bunch of flavors...he seemed bothered. I ordered a ice tea, he acted as if he would have to go pick the leaves himself. I said ""have a nice day"" he said nothing.You work in a ice cream shop---smile gosh darn it!
The consensus was to try the other location next time.",2009-08-03 18:37:02,18:37:02,8.0,2009.0,135.0,792.0,4.705035971223022,46.0,mmmmmmm gelato took sister law niece seeing ad looking yelp review cute little place brightly decorated outdoor seating 20 different flavor choose fromi thai iced tea kahlua chip also ordered white chocolate raspberry strawberry mayan chocolate 3 star theneverything great except servicethe man behind counter couldnt smile dancing around chicken costume niece wanted taste test bunch flavorshe seemed bothered ordered ice tea acted would go pick leaf said nice day said nothingyou work ice cream shopsmile gosh darn consensus try location next time,0.15568181818181823,0.5818181818181818,0.029,0.883,0.088,0.8714,neutral,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['sister', 'law', 'niece', 'ad', 'look', 'yelp', 'review', 'cute', 'little', 'place', 'brightly', 'decorate', 'outdoor', 'seating', 'different', 'flavor', 'choose', 'iced', 'tea', 'chip', 'order', 'chocolate', 'star', 'great', 'service', 'man', 'smile', 'dance', 'chicken', 'costume', 'taste', 'test', 'bunch', 'flavor', 'bother', 'order', 'ice', 'tea', 'act', 'pick', 'leave', 'day', 'work', 'ice', 'cream', 'shop', 'smile', 'consensus', 'location', 'next', 'time']"
40,EZYKWCv66RH9qJ4O3V5xGw,DLGgb7AshSYzf5evS0BmqA,5.0,0.0,0.0,0.0,I've eaten here more than a dozen times. The food is delicious and the service is great. I love the Lava Noodles and the Pad Thai.,2018-04-04 00:59:41,00:59:41,4.0,2018.0,26.0,130.0,4.038461538461538,11.0,ive eaten dozen time food delicious service great love lava noodle pad thai,0.7666666666666666,0.7833333333333333,0.0,0.657,0.343,0.9186,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['eat', 'dozen', 'food', 'great', 'love', 'lava', 'noodle', 'pad']"
41,kdmyvC-LOmNfy2pN8gqyWw,GHW8yU03OLKVppxnM-GYQw,4.0,1.0,0.0,0.0,"Found this here on Yelp in looking for a place to meet a friend near her place.   If this was my neighborhood I would be a regular.  The sushi was great.  Fresh fish, good rice, and excellent miso.  The service was good.   Pricing was good.  We ordered three rolls. miso, and edamame for $24.    Also liked they had some rolls out of the ordinary rather than the typical combos that you find at many places.

A few notes having read some other reviews....One review talks about the fish being frozen, he must not know much about sushi fish as all sushi fish is frozen as a way to kill any parasites the fish might have.  

Size,  the place is small.  There are only 7 seats at the sushi bar and one table.  On a Thruseday evening at 7:30 not a problem.   Additional options is you can order sushi at Roscoes bar next door.  Roscoes provides the liquor service for the Miyamoto sushi.  So if the place is full simply sit next door.

Definitely worth checking out.",2011-05-27 05:29:52,05:29:52,5.0,2011.0,193.0,962.0,4.340909090909091,70.0,found yelp looking place meet friend near place neighborhood would regular sushi great fresh fish good rice excellent miso service good pricing good ordered three roll miso edamame 24 also liked roll ordinary rather typical combo find many place note read reviewsone review talk fish frozen must know much sushi fish sushi fish frozen way kill parasite fish might size place small 7 seat sushi bar one table thruseday evening 730 problem additional option order sushi roscoes bar next door roscoes provides liquor service miyamoto sushi place full simply sit next door definitely worth checking,0.29385964912280693,0.4438982070561018,0.023,0.819,0.158,0.9749,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['find', 'yelp', 'look', 'place', 'meet', 'friend', 'neighborhood', 'regular', 'sushi', 'great', 'fresh', 'fish', 'rice', 'service', 'pricing', 'order', 'roll', 'like', 'roll', 'ordinary', 'typical', 'combos', 'find', 'place', 'note', 'read', 'review', 'review', 'talk', 'fish', 'freeze', 'must', 'much', 'fish', 'freeze', 'way', 'kill', 'parasite', 'fish', 'size', 'place', 'small', 'seat', 'table', 'thruseday', 'evening', 'problem', 'additional', 'option', 'order', 'next', 'door', 'roscoe', 'provide', 'liquor', 'place', 'full', 'simply', 'sit', 'next', 'door', 'definitely', 'worth', 'check']"
42,1dazh8LDjN8qKzpWrFBtGA,UU1VB0-TdLLQzR0_DGLQ1g,1.0,0.0,0.0,0.0,"A vendor brought Qdoba to a meeting in our conference room. I have a meeting in there later this afternoon and thought I'd call to find out when they were picking up their catering supplies. The guy said I'll call you back tomorrow and I told him I have a meeting this afternoon and just wanted to know when they were coming back for their items. He said ""hold on"" and that was 22 minutes ago. I still waiting on my headset, but although I can hear him talking to people in the background he won't get back on the phone with me.

I am someone who frequently utilizes caterers for large functions at work. This lack of respect for a potential customer has lost them quite a bit of business since people were saying they liked their food and we should use them. I'll let everyone know that will not be the case. And I'll let other coordinators here know my experience so they don't make the mistake of using them either.",2016-11-09 21:25:50,21:25:50,11.0,2016.0,172.0,918.0,4.30635838150289,78.0,vendor brought qdoba meeting conference room meeting later afternoon thought id call find picking catering supply guy said ill call back tomorrow told meeting afternoon wanted know coming back item said hold 22 minute ago still waiting headset although hear talking people background wont get back phone someone frequently utilizes caterer large function work lack respect potential customer lost quite bit business since people saying liked food use ill let everyone know case ill let coordinator know experience dont make mistake using either,-0.05324675324675325,0.5025974025974026,0.035,0.909,0.056,0.6145,negative,0.0,"order, time, wait, food, table, give, ask, back, service, never","['bring', 'conference', 'room', 'meeting', 'later', 'afternoon', 'call', 'find', 'pick', 'catering', 'supply', 'guy', 'call', 'tomorrow', 'tell', 'meeting', 'afternoon', 'back', 'item', 'hold', 'minute', 'ago', 'still', 'wait', 'headset', 'talk', 'people', 'background', 'back', 'phone', 'frequently', 'utilize', 'caterer', 'large', 'function', 'work', 'respect', 'potential', 'customer', 'lose', 'quite', 'bit', 'business', 'people', 'like', 'food', 'let', 'case', 'let', 'coordinator', 'experience', 'mistake', 'either']"
43,249bfzy6zkYB5abdKFQemA,tqywh0jPNukMEvWlO7QufQ,5.0,0.0,0.0,0.0,"Soooo good! 
See the thing is, there's lots of places to get fancy ice cream, but most froyo is mediocre flavors with processed toppings. 
NOT THIS PLACE 
It's amazing, seriously good ingredients and everything looks and tastes fresh. 
I got the doughnut flavor with rhubarb sauce and ginger, it was simply divine. 
I absolutely cannot wait to come back and share with friends while I try more flavors and combinations!",2017-04-30 03:30:08,03:30:08,4.0,2017.0,70.0,419.0,4.928571428571429,20.0,soooo good see thing there lot place get fancy ice cream froyo mediocre flavor processed topping place amazing seriously good ingredient everything look taste fresh got doughnut flavor rhubarb sauce ginger simply divine absolutely cannot wait come back share friend try flavor combination,0.25,0.6071428571428572,0.023,0.686,0.292,0.9784,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['thing', 'place', 'fancy', 'cream', 'froyo', 'mediocre', 'flavor', 'process', 'topping', 'place', 'amazing', 'seriously', 'ingredient', 'look', 'taste', 'fresh', 'simply', 'divine', 'absolutely', 'wait', 'back', 'share', 'friend', 'flavor', 'combination']"
44,gt0q8-VZdlTaISYNyJdbBg,L9q__oKXL5YW29-Lsp5rbw,3.0,0.0,0.0,0.0,"I thought this was a great place for some strong BBQ. Fortunately we ordered a variety platter. I felt like there was good flavor and well cooked, but there was some wavering in the quality. You can't go wrong with the chicken or pulled pork! 

There was a smoke flavor that was inviting to start, but could be a bit overpowering. Our waitress was easygoing and attentive. My only complaints were that the only bread available was sliced white and the poor quality of the beef brisket.",2016-01-17 07:38:13,07:38:13,1.0,2016.0,87.0,485.0,4.563218390804598,39.0,thought great place strong bbq fortunately ordered variety platter felt like good flavor well cooked wavering quality cant go wrong chicken pulled pork smoke flavor inviting start could bit overpowering waitress easygoing attentive complaint bread available sliced white poor quality beef brisket,0.12121212121212119,0.6121212121212122,0.091,0.723,0.185,0.7829,neutral,4.0,"order, fry, chicken, dish, sauce, taste, sandwich, flavor, meat, egg","['great', 'place', 'strong', 'bbq', 'fortunately', 'order', 'variety', 'platter', 'feel', 'flavor', 'well', 'cook', 'wavering', 'quality', 'wrong', 'chicken', 'pull', 'pork', 'smoke', 'flavor', 'inviting', 'start', 'bit', 'overpower', 'waitress', 'easygoe', 'attentive', 'complaint', 'bread', 'available', 'slice', 'white', 'poor', 'quality', 'beef', 'brisket']"
45,yDSyW59hCGn9nuSvl5woxw,kCvz5tJm9qz4HzKNwzanIg,4.0,0.0,0.0,0.0,"The first time I went here they would have gotten one star. Their food and service quality has gone up. They have really good pizza, really good wings and good burgers. And really yummy alcohol. Sometimes it gets crowded.",2013-05-07 02:19:37,02:19:37,5.0,2013.0,39.0,221.0,4.6923076923076925,8.0,first time went would gotten one star food service quality gone really good pizza really good wing good burger really yummy alcohol sometimes get crowded,0.51,0.4666666666666668,0.0,0.729,0.271,0.9182,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['first', 'time', 'star', 'food', 'service', 'quality', 'really', 'pizza', 'really', 'wing', 'burger', 'really', 'yummy', 'alcohol', 'sometimes', 'crowd']"
46,KiQAG2Afpi0TLW2cXuIhQw,WFciX1Zy7CwmrcFEhRcKXQ,5.0,0.0,0.0,0.0,"Great food & Service,glad i stopped in for the 1st time,may u all have a great 2018. buy local stay local,thank you",2018-02-11 03:16:09,03:16:09,2.0,2018.0,22.0,115.0,4.2727272727272725,8.0,great food serviceglad stopped 1st timemay u great 2018 buy local stay localthank,0.5333333333333333,0.5,0.065,0.653,0.282,0.8074,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['great', 'food', 'service', 'stop', 'time', 'great', 'buy', 'local', 'stay', 'local']"
47,nAOGLCdnCuJl427wh4GB1w,GXR2Jv645UiQr971MZyHWA,2.0,2.0,1.0,1.0,"Two stars for friendly service and base for seating. However my experience with the meal was Far Beyond and satisfactory. So much so that I did not finish my meal. My husband had ordered the chicken sandwich and I ordered the hot chicken plate. He also ordered the fries with no pickle. After we had sat down they brought my husband the fries and said he could have them on the house because they accidentally put pickle but they would be bringing out a new order without the pickle. In my opinion that was a very good move however the new backs they brought out had a hair in it and we ended up not eating it nor did we bother to bring it to the front. Why? Because by this time we had also received our main meals and those were so unsatisfactory is that we had some get up as not a good food place so no point to ask for new ones. My chicken plate was nothing but mush. The chicken was so thin or had been pounded so much that it had tears in the middle so really it was only a mangled piece of chicken covered in so much breading and sauce that it tasted like mushy meat when eating it. My husband's chicken sandwich suffered the same but also lacked an incredible amount of flavor. It was so Bland!

I expected so much more from this place because of the reviews, however when we were there we could tell a lot of people had ordered the tofu sandwich. The few people that we saw eating the chicken sandwich had actually deconstructed it and ate it with fork and knife. I was incredibly unhappy with the quality of my meal I couldn't even finish it! I ended up leaving and going to chicken and gun and thoroughly enjoyed my meal there! I'm upset that we had to waste 30 plus dollars to find out that this place was just another fail of a good review location",2017-01-27 21:12:13,21:12:13,1.0,2017.0,340.0,1762.0,4.167155425219941,168.0,two star friendly service base seating however experience meal far beyond satisfactory much finish meal husband ordered chicken sandwich ordered hot chicken plate also ordered fry pickle sat brought husband fry said could house accidentally put pickle would bringing new order without pickle opinion good move however new back brought hair ended eating bother bring front time also received main meal unsatisfactory get good food place point ask new one chicken plate nothing mush chicken thin pounded much tear middle really mangled piece chicken covered much breading sauce tasted like mushy meat eating husband chicken sandwich suffered also lacked incredible amount flavor bland expected much place review however could tell lot people ordered tofu sandwich people saw eating chicken sandwich actually deconstructed ate fork knife incredibly unhappy quality meal couldnt even finish ended leaving going chicken gun thoroughly enjoyed meal im upset waste 30 plus dollar find place another fail good review location,-0.05045454545454545,0.5837229437229436,0.1,0.841,0.059,-0.9376,negative,0.0,"order, time, wait, food, table, give, ask, back, service, never","['star', 'friendly', 'service', 'base', 'seat', 'however', 'experience', 'meal', 'far', 'satisfactory', 'much', 'finish', 'meal', 'husband', 'order', 'sandwich', 'order', 'hot', 'chicken', 'plate', 'order', 'fry', 'sit', 'bring', 'husband', 'fry', 'accidentally', 'put', 'pickle', 'bring', 'new', 'order', 'pickle', 'opinion', 'move', 'however', 'new', 'back', 'bring', 'hair', 'end', 'eat', 'bother', 'bring', 'front', 'time', 'receive', 'main', 'meal', 'food', 'place', 'point', 'ask', 'new', 'one', 'chicken', 'plate', 'pound', 'much', 'tear', 'middle', 'really', 'mangle', 'piece', 'chicken', 'cover', 'much', 'bread', 'sauce', 'taste', 'mushy', 'meat', 'eating', 'husband', 'sandwich', 'suffer', 'incredible', 'amount', 'flavor', 'bland', 'expect', 'much', 'place', 'review', 'however', 'tell', 'people', 'order', 'people', 'eat', 'chicken', 'sandwich', 'actually', 'deconstruct', 'eat', 'fork', 'knife', 'incredibly', 'unhappy', 'quality', 'meal', 'finish', 'end', 'leave', 'chicken', 'gun', 'thoroughly', 'enjoy', 'meal', 'upset', 'waste', 'dollar', 'find', 'place', 'fail', 'review', 'location']"
48,XIoJcPfhR00RA45exTodxg,H_RM2u1WWGU1HkKZrYq2Ow,5.0,0.0,0.0,0.0,"I'm a pretty health conscious guy who doesn't eat many donuts in a year, but when I do ..... it's going to be Blue Star or Pip's. Each Blue Star location has a unique selection of consistently high quality donuts that are just interesting and weird enough to make stopping in a treat. And unlike the pink-boxed donuts everyone lines up for, Blue Star's donuts aren't giant, obscenely sugary, relatively flavorless, or greasy. In fact, they're exactly the opposite: compact in size, strong in flavor, and fresh tasting. 

When you want to break your diet or treat yourself, friends, and family, to foodie Portland, Blue Star is the place to go.",2016-10-26 16:25:38,16:25:38,10.0,2016.0,111.0,643.0,4.783783783783784,39.0,im pretty health conscious guy doesnt eat many donut year going blue star pip blue star location unique selection consistently high quality donut interesting weird enough make stopping treat unlike pinkboxed donut everyone line blue star donut arent giant obscenely sugary relatively flavorless greasy fact theyre exactly opposite compact size strong flavor fresh tasting want break diet treat friend family foodie portland blue star place go,0.1246078431372549,0.48078431372549024,0.03,0.773,0.197,0.9712,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['pretty', 'health', 'conscious', 'guy', 'eat', 'donut', 'year', 'blue', 'star', 'pip', 'unique', 'selection', 'consistently', 'high', 'quality', 'donut', 'interesting', 'weird', 'enough', 'stop', 'treat', 'pink', 'boxed', 'donut', 'blue', 'star', 'donut', 'giant', 'obscenely', 'sugary', 'relatively', 'flavorless', 'greasy', 'fact', 'exactly', 'opposite', 'compact', 'size', 'strong', 'flavor', 'fresh', 'taste', 'break', 'diet', 'treat', 'friend', 'family']"
49,fWI7P2WrDobkbrolefVt8Q,hFNplgUgW_edaqi0MTWf0A,5.0,0.0,0.0,1.0,So delicious! Came here with a friend after taking a pole dancing class nearby. Good quality espresso and the salmon toast was delicious! I'm definitely coming back :),2018-03-03 23:43:41,23:43:41,3.0,2018.0,28.0,167.0,5.0,8.0,delicious came friend taking pole dancing class nearby good quality espresso salmon toast delicious im definitely coming back,0.54,0.62,0.0,0.523,0.477,0.9642,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['friend', 'pole', 'dance', 'class', 'nearby', 'quality', 'definitely', 'back']"
50,U1Qs39YuasnKCUayrmPSTA,A2EQ-c_AaRoTmRGfO-HByQ,4.0,0.0,0.0,0.0,"My favorite pizza place in Portland. Great place to stop in for a slice. Crispy, thin crust with delicious ingredients. Also cool that the offer homemade sodas with unique flavors.",2011-01-08 22:54:47,22:54:47,1.0,2011.0,30.0,180.0,5.033333333333333,9.0,favorite pizza place portland great place stop slice crispy thin crust delicious ingredient also cool offer homemade soda unique flavor,0.4375,0.875,0.055,0.62,0.325,0.8979,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['favorite', 'pizza', 'place', 'great', 'place', 'stop', 'thin', 'crust', 'delicious', 'ingredient', 'cool', 'offer', 'homemade', 'soda', 'unique', 'flavor']"
51,8xjaf9JuXOrJCcgIXLCEeA,sPAGskLJD0pSDl_QotGk3A,5.0,0.0,1.0,0.0,"I don't know why the other people have given them a bad review.  I ordered a lot of food last night for a birthday party.  Not only was the food FANTASTIC , the people were very helpful in determining how much food I would  need. The service was fast, the process was easy and they were very nice.  I will go back for sure and would tell my friends to do so as well!",2014-09-25 14:38:01,14:38:01,9.0,2014.0,78.0,366.0,3.9054054054054053,34.0,dont know people given bad review ordered lot food last night birthday party food fantastic people helpful determining much food would need service fast process easy nice go back sure would tell friend well,0.1814814814814815,0.5728395061728394,0.038,0.701,0.261,0.9622,positive,0.0,"order, time, wait, food, table, give, ask, back, service, never","['people', 'give', 'bad', 'review', 'order', 'food', 'last', 'night', 'birthday', 'party', 'food', 'fantastic', 'people', 'helpful', 'determine', 'much', 'food', 'service', 'fast', 'process', 'back', 'sure', 'tell', 'friend', 'well']"
52,OtQ1oIRizZtXh5PeIOdG3A,9gOBmODi5-XQ0EbIxkx2MQ,4.0,0.0,0.0,0.0,"Leaky Roof is one of our favorite places for date night.  You really can't beat the country fried chicken - I don't think I've ever had a better one.  Also, the shepherd's pie is great, and I also love the salads and burgers.  The fire is cozy, and it's often possible to get good deals through Groupon or their direct text deals.

There are a few dishes that I would not recommend - the salmon on the cedar plank was quite dry the one time I had it.  And the smoked platter was not my favorite.  That could be personal taste, though.

Great Happy Hour, but can be crowded unless you show up early...",2012-02-29 23:23:27,23:23:27,2.0,2012.0,117.0,600.0,4.2105263157894735,41.0,leaky roof one favorite place date night really cant beat country fried chicken dont think ive ever better one also shepherd pie great also love salad burger fire cozy often possible get good deal groupon direct text deal dish would recommend salmon cedar plank quite dry one time smoked platter favorite could personal taste though great happy hour crowded unless show early,0.2895833333333333,0.6687500000000001,0.04,0.832,0.128,0.8737,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['favorite', 'place', 'date', 'night', 'really', 'beat', 'country', 'fry', 'chicken', 'ever', 'well', 'shepherd', 'pie', 'great', 'love', 'salad', 'burger', 'fire', 'often', 'possible', 'deal', 'groupon', 'direct', 'text', 'deal', 'dish', 'recommend', 'salmon', 'cedar', 'quite', 'dry', 'time', 'smoke', 'platter', 'favorite', 'personal', 'taste', 'happy', 'hour', 'crowd', 'show', 'early']"
53,z0hu9wUbXjctJYILNd0Yhw,dwt5QjusCtuW3-ucIIUbvQ,5.0,1.0,0.0,0.0,"Michael and company are fantastic! All the beer is tasty and fair prices on everything. All the comments on here about the hours and dogs. It's a functioning brewery first and foremost run mainly by Michael and his wife so the hours reflect that. I know some want to tear it up into the wee hours, but this place is what it is a brewery. And the rules about dogs aren't the owners rules they are the states so if you have an issue with that take it up with your state legislature.",2015-10-07 20:48:38,20:48:38,10.0,2015.0,93.0,480.0,4.172043010752688,50.0,michael company fantastic beer tasty fair price everything comment hour dog functioning brewery first foremost run mainly michael wife hour reflect know want tear wee hour place brewery rule dog arent owner rule state issue take state legislature,0.3791666666666667,0.6166666666666667,0.0,0.943,0.057,0.5255,positive,0.0,"order, time, wait, food, table, give, ask, back, service, never","['beer', 'tasty', 'fair', 'price', 'comment', 'hour', 'dog', 'function', 'brewery', 'first', 'foremost', 'mainly', 'wife', 'hour', 'reflect', 'tear', 'wee', 'hour', 'place', 'brewery', 'rule', 'dog', 'owner', 'rule', 'state', 'issue', 'state', 'legislature']"
54,r044-mTSbWOlt6QRukzSpw,7EbGTD7ZF30vEFBiHyN_0A,2.0,0.0,0.0,0.0,"WTH ... I actually wanted to say 'F' instead of 'H' ... Service is decent and ya their menu is awful except for soups ..... 
It's overrated ...",2016-12-04 04:42:26,04:42:26,12.0,2016.0,28.0,143.0,4.107142857142857,7.0,wth actually wanted say f instead h service decent ya menu awful except soup overrated,-0.2777777777777778,0.5888888888888889,0.215,0.785,0.0,-0.7983,negative,0.0,"order, time, wait, food, table, give, ask, back, service, never","['actually', 'instead', 'service', 'decent', 'menu', 'awful', 'soup', 'overrate']"
55,ybxgHCTw6ych-yMwlOC2YA,VGxHDM-0Ic6E5CrXl0qMfQ,4.0,1.0,0.0,0.0,"Nice pub ambience, on the small side with just a few seats at the actual bar itself.  Comfortable booths, several tables and chairs.  We arrived at around 1:30 on drizzly Saturday afternoon and there was plenty of seating available, so we grabbed a booth.

Instantly attended to and the staff was super friendly and helpful.  I don't know what probs other reviewers had, but we had none.  

We enjoyed the Proletariat Red, simply delicious and not too hoppy, not too sweet...just riiiiiight.   

I had the chicken ciabatta club sandwich and Mother Mary was it delicious!  Thick salty bacon, freshly grilled & slightly smoky chicken breast, sliced red onion and all the fixings on a warm and chewy ciabatta roll - which was a carb lover's wet dream.   Chose the tomato soup (oh how I wanted those fries but alas, the starchy carbs of the ciabatta roll cancelled those out)....

My compadre enjoyed a Blue Cheese burger or something of that sort.  Had mushrooms and crumbled bleau cheese on his beef.     I know he thoroughly enjoyed it  because he had visible and audible Foodgasms -  moaned and groaned through his entire meal.   He then emailed me later to tell me how fantastic his food was and can we please go back there soon!?

If you're ambling around Westmoreland/Sellwood (this is not technically Sellwood - but whatever)  and you're hungry, stop in here for sure.  Great little neighborhood pub!",2013-01-27 21:18:23,21:18:23,1.0,2013.0,254.0,1404.0,4.814345991561181,93.0,nice pub ambience small side seat actual bar comfortable booth several table chair arrived around 130 drizzly saturday afternoon plenty seating available grabbed booth instantly attended staff super friendly helpful dont know probs reviewer none enjoyed proletariat red simply delicious hoppy sweetjust riiiiiight chicken ciabatta club sandwich mother mary delicious thick salty bacon freshly grilled slightly smoky chicken breast sliced red onion fixing warm chewy ciabatta roll carb lover wet dream chose tomato soup oh wanted fry ala starchy carbs ciabatta roll cancelled compadre enjoyed blue cheese burger something sort mushroom crumbled bleau cheese beef know thoroughly enjoyed visible audible foodgasms moaned groaned entire meal emailed later tell fantastic food please go back soon youre ambling around westmorelandsellwood technically sellwood whatever youre hungry stop sure great little neighborhood pub,0.18763020833333333,0.5168402777777776,0.047,0.771,0.182,0.9906,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['pub', 'ambience', 'small', 'side', 'seat', 'actual', 'bar', 'comfortable', 'booth', 'several', 'table', 'chair', 'arrive', 'afternoon', 'plenty', 'seating', 'available', 'grab', 'instantly', 'attend', 'staff', 'super', 'friendly', 'helpful', 'probs', 'reviewer', 'none', 'enjoy', 'simply', 'delicious', 'hoppy', 'mother', 'thick', 'bacon', 'freshly', 'grill', 'slightly', 'smoky', 'chicken', 'breast', 'slice', 'red', 'onion', 'fixing', 'warm', 'ciabatta', 'roll', 'carb', 'lover', 'wet', 'dream', 'choose', 'tomato', 'soup', 'fry', 'starchy', 'roll', 'cancel', 'enjoy', 'blue', 'crumble', 'beef', 'thoroughly', 'enjoy', 'visible', 'audible', 'foodgasm', 'moan', 'groan', 'entire', 'meal', 'email', 'later', 'tell', 'fantastic', 'food', 'back', 'soon', 'amble', 'technically', 'sellwood', 'hungry', 'stop', 'sure', 'great', 'little', 'neighborhood', 'pub']"
56,jk4fhc9wEAGtuFK7X8KCdg,Un6u2cECyV4nZb_HGZ-uTA,4.0,1.0,0.0,1.0,"Whenever I fly into Portland, I take the earliest flight and drive straight to the Tin Shed. 

Delicious Blood Marys and very good food. Anything I've ordered has not disappointed.",2017-03-15 01:47:58,01:47:58,3.0,2017.0,30.0,180.0,4.966666666666667,9.0,whenever fly portland take earliest flight drive straight tin shed delicious blood mary good food anything ive ordered disappointed,0.39,0.73,0.0,0.696,0.304,0.8846,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['whenever', 'fly', 'early', 'flight', 'drive', 'straight', 'tin', 'shed', 'delicious', 'blood', 'mary', 'food', 'order', 'disappointed']"
57,z_IZmQGUBuH9jkoGa1BSZQ,H_RM2u1WWGU1HkKZrYq2Ow,5.0,0.0,0.0,0.0,"Better than Voodoo. THERE I SAID IT.

As an Austinite I know I am expected to like Voodoo because of their location in Austin but they seem too gimmicky in my honest opinion. Blue Star is more subdued but still comes up with inventive flavors that do not have me thinking ""what the hell did I just eat.""

Great donuts, even greater line.",2016-05-31 02:27:51,02:27:51,5.0,2016.0,61.0,337.0,4.333333333333333,26.0,better voodoo said austinite know expected like voodoo location austin seem gimmicky honest opinion blue star subdued still come inventive flavor thinking hell eat great donut even greater line,0.325,0.58125,0.08,0.709,0.212,0.8641,positive,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['well', 'voodoo', 'expect', 'voodoo', 'honest', 'star', 'subdue', 'still', 'inventive', 'flavor', 'hell', 'eat', 'great', 'donut', 'great']"
58,3pLNA7zQTevUVljIlw_fDw,X3bKIX-3uk9970bNst49tA,3.0,0.0,0.0,0.0,This cafe is typically my last resort when eating breakfast downtown. I like that they serve local organic food. The service is always great. Their food is always underwhelming. I've eaten here 5 times in the last year. It's consistent in the experience.,2015-10-07 21:09:40,21:09:40,10.0,2015.0,43.0,254.0,4.930232558139535,12.0,cafe typically last resort eating breakfast downtown like serve local organic food service always great food always underwhelming ive eaten 5 time last year consistent experience,0.21000000000000002,0.22666666666666666,0.0,0.861,0.139,0.765,neutral,2.0,"food, place, great, love, really, service, definitely, friendly, price, back","['typically', 'last', 'resort', 'eat', 'breakfast', 'downtown', 'serve', 'local', 'organic', 'food', 'service', 'always', 'great', 'food', 'always', 'underwhelme', 'eat', 'time', 'last', 'year', 'consistent', 'experience']"
59,qMsJfMLVVu3158-5KBK3BA,O1B-lQ37RoHLis-orL43Cg,1.0,0.0,0.0,0.0,"Awful service.. slow!.. couldn't get refills like asked.. feel we were ignored!
Won't go back to this location..
Garlic butter fries were dry",2017-08-28 20:33:54,20:33:54,8.0,2017.0,21.0,141.0,5.173913043478261,6.0,awful service slow couldnt get refill like asked feel ignored wont go back location garlic butter fry dry,-0.3416666666666667,0.5,0.286,0.714,0.0,-0.7902,negative,0.0,"order, time, wait, food, table, give, ask, back, service, never","['awful', 'service', 'slow', 'refill', 'ask', 'feel', 'ignore', 'back', 'location', 'garlic', 'butter', 'fry', 'dry']"
